Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Amoximycin,Antibiotic,Tablet,598 mg,Novo Nordisk A/S,Infection,Prescription
Claricillin,Antibiotic,Capsule,921 mg,Roche Holding AG,Infection,Over-the-Counter
Dolonazole,Antiseptic,Inhaler,887 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Clarimycin,Antidiabetic,Ointment,69 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Clariprofen,Antidiabetic,Tablet,364 mg,Roche Holding AG,Depression,Prescription
Dolostatin,Antibiotic,Drops,260 mg,AstraZeneca plc,Depression,Over-the-Counter
Amoxiphen,Antiseptic,Inhaler,839 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Clariphen,Antiseptic,Syrup,451 mg,Teva Pharmaceutical Industries Ltd.,Virus,Over-the-Counter
Cefvir,Antipyretic,Injection,86 mg,Sanofi S.A.,Infection,Prescription
Amoximycin,Antidiabetic,Drops,570 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Cefphen,Antiviral,Injection,263 mg,CSL Limited,Virus,Over-the-Counter
Acetoprofen,Antiviral,Tablet,934 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Dolophen,Antifungal,Ointment,261 mg,AstraZeneca plc,Wound,Prescription
Metomet,Antifungal,Injection,336 mg,AstraZeneca plc,Wound,Prescription
Dextroprofen,Antibiotic,Syrup,603 mg,Pfizer Inc.,Pain,Prescription
Amoxivir,Analgesic,Tablet,926 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Metophen,Antibiotic,Injection,518 mg,Johnson & Johnson,Wound,Over-the-Counter
Ibuproprofen,Antibiotic,Syrup,460 mg,Pfizer Inc.,Pain,Prescription
Dolostatin,Antipyretic,Capsule,386 mg,AbbVie Inc.,Fungus,Prescription
Clarivir,Antidepressant,Drops,146 mg,Eli Lilly and Company,Fungus,Prescription
Cefmycin,Antibiotic,Syrup,124 mg,Bayer AG,Infection,Over-the-Counter
Metomet,Antipyretic,Tablet,175 mg,"Merck & Co., Inc.",Fungus,Prescription
Amoxiphen,Antifungal,Drops,599 mg,GlaxoSmithKline plc,Wound,Prescription
Metomycin,Antibiotic,Capsule,862 mg,Johnson & Johnson,Fungus,Prescription
Dolonazole,Antidepressant,Inhaler,803 mg,Biogen Inc.,Wound,Over-the-Counter
Clariphen,Antiviral,Tablet,318 mg,CSL Limited,Infection,Over-the-Counter
Acetonazole,Antipyretic,Tablet,66 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Amoxinazole,Antipyretic,Syrup,103 mg,Pfizer Inc.,Fungus,Prescription
Acetostatin,Antipyretic,Ointment,705 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Dextronazole,Antiviral,Injection,6 mg,Bayer AG,Pain,Over-the-Counter
Clariphen,Antibiotic,Ointment,360 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Ibupromet,Antidepressant,Inhaler,734 mg,Novartis AG,Fungus,Prescription
Cefvir,Analgesic,Ointment,587 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Metomet,Antiseptic,Tablet,340 mg,AbbVie Inc.,Fever,Over-the-Counter
Acetovir,Antiviral,Injection,641 mg,Novo Nordisk A/S,Fever,Prescription
Metomet,Antipyretic,Injection,324 mg,CSL Limited,Pain,Prescription
Doloprofen,Antiviral,Cream,561 mg,Pfizer Inc.,Fever,Prescription
Ibupronazole,Antidepressant,Inhaler,821 mg,Biogen Inc.,Depression,Over-the-Counter
Ibuprophen,Antifungal,Drops,164 mg,GlaxoSmithKline plc,Fungus,Prescription
Claristatin,Antibiotic,Ointment,670 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Ibupronazole,Antifungal,Ointment,371 mg,CSL Limited,Depression,Prescription
Dextromycin,Analgesic,Syrup,79 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Metomet,Analgesic,Syrup,146 mg,Amgen Inc.,Fungus,Over-the-Counter
Clariprofen,Antiseptic,Drops,517 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Ibuprovir,Antiseptic,Ointment,852 mg,Bayer AG,Infection,Prescription
Metomet,Antidepressant,Syrup,3 mg,Novartis AG,Diabetes,Prescription
Doloprofen,Antidiabetic,Ointment,8 mg,Novartis AG,Infection,Over-the-Counter
Cefmet,Antiseptic,Syrup,176 mg,Pfizer Inc.,Fungus,Prescription
Clarinazole,Antidepressant,Injection,449 mg,AstraZeneca plc,Depression,Over-the-Counter
Clarinazole,Antiseptic,Drops,367 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Dolophen,Antifungal,Injection,175 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Acetomycin,Antidiabetic,Syrup,167 mg,Takeda Pharmaceutical Company Limited,Infection,Over-the-Counter
Metocillin,Antiseptic,Syrup,977 mg,Amgen Inc.,Wound,Prescription
Acetovir,Antidiabetic,Syrup,269 mg,GlaxoSmithKline plc,Pain,Prescription
Dolocillin,Antiseptic,Injection,397 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Metocillin,Antipyretic,Drops,695 mg,"Merck & Co., Inc.",Wound,Prescription
Ibupromycin,Antidiabetic,Inhaler,510 mg,Pfizer Inc.,Depression,Over-the-Counter
Acetovir,Antifungal,Syrup,300 mg,Sanofi S.A.,Diabetes,Prescription
Amoxiprofen,Antipyretic,Tablet,412 mg,Biogen Inc.,Fever,Prescription
Cefstatin,Antifungal,Syrup,616 mg,Johnson & Johnson,Wound,Prescription
Ibuprophen,Antibiotic,Inhaler,917 mg,Novartis AG,Diabetes,Prescription
Clariprofen,Antifungal,Cream,463 mg,Sanofi S.A.,Pain,Prescription
Dolophen,Antiviral,Inhaler,236 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Dextrophen,Analgesic,Syrup,31 mg,Biogen Inc.,Fever,Over-the-Counter
Acetonazole,Analgesic,Syrup,213 mg,Sanofi S.A.,Fever,Over-the-Counter
Dextroprofen,Analgesic,Inhaler,437 mg,Bayer AG,Virus,Prescription
Metophen,Antipyretic,Syrup,695 mg,AstraZeneca plc,Pain,Prescription
Dolostatin,Antidiabetic,Capsule,482 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Clariprofen,Antidiabetic,Ointment,661 mg,AbbVie Inc.,Fungus,Over-the-Counter
Claristatin,Antifungal,Ointment,664 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Dolocillin,Antibiotic,Tablet,478 mg,Bayer AG,Virus,Prescription
Dolomycin,Antidiabetic,Syrup,417 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Acetomet,Antiviral,Tablet,799 mg,CSL Limited,Fever,Over-the-Counter
Clarimet,Antiseptic,Capsule,370 mg,Biogen Inc.,Infection,Over-the-Counter
Dextrocillin,Antidiabetic,Drops,317 mg,Johnson & Johnson,Wound,Prescription
Metophen,Antidepressant,Syrup,815 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Dextronazole,Antidepressant,Tablet,559 mg,Bayer AG,Wound,Over-the-Counter
Clariprofen,Antidepressant,Cream,618 mg,Biogen Inc.,Pain,Over-the-Counter
Ibuprostatin,Antidiabetic,Ointment,635 mg,AstraZeneca plc,Virus,Prescription
Dolomycin,Antiseptic,Ointment,983 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dextronazole,Antidiabetic,Tablet,205 mg,Eli Lilly and Company,Fever,Over-the-Counter
Cefphen,Analgesic,Cream,901 mg,Biogen Inc.,Fever,Prescription
Dextromet,Antiseptic,Syrup,779 mg,Eli Lilly and Company,Virus,Over-the-Counter
Ibupronazole,Antipyretic,Cream,202 mg,Eli Lilly and Company,Fever,Over-the-Counter
Clarimet,Antipyretic,Capsule,343 mg,AstraZeneca plc,Depression,Prescription
Ibupronazole,Antibiotic,Inhaler,503 mg,Biogen Inc.,Fever,Over-the-Counter
Dolophen,Antifungal,Syrup,744 mg,Novartis AG,Infection,Over-the-Counter
Clarimycin,Antidepressant,Drops,73 mg,"Merck & Co., Inc.",Fungus,Prescription
Dolocillin,Antipyretic,Drops,551 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Ibupromycin,Antiseptic,Inhaler,756 mg,Bristol-Myers Squibb Company,Depression,Prescription
Claricillin,Antipyretic,Tablet,345 mg,"Merck & Co., Inc.",Fever,Prescription
Cefmycin,Antipyretic,Drops,185 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Amoxinazole,Antidepressant,Syrup,684 mg,Pfizer Inc.,Fever,Over-the-Counter
Metomycin,Antiseptic,Cream,559 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Amoxiprofen,Antifungal,Ointment,758 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Metocillin,Analgesic,Drops,577 mg,"Merck & Co., Inc.",Pain,Prescription
Clarimet,Antibiotic,Tablet,617 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Acetocillin,Antibiotic,Injection,666 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Metoprofen,Analgesic,Cream,798 mg,Novartis AG,Fever,Over-the-Counter
Metoprofen,Antibiotic,Injection,50 mg,Bristol-Myers Squibb Company,Infection,Prescription
Ibupronazole,Analgesic,Drops,954 mg,AbbVie Inc.,Fever,Over-the-Counter
Claristatin,Antiviral,Ointment,931 mg,CSL Limited,Fungus,Over-the-Counter
Ibuproprofen,Antibiotic,Syrup,602 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Ibupromet,Antifungal,Cream,903 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Clarimet,Antidiabetic,Tablet,468 mg,Sanofi S.A.,Infection,Over-the-Counter
Dextromet,Antidepressant,Drops,699 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter
Amoxicillin,Antibiotic,Injection,658 mg,Roche Holding AG,Depression,Over-the-Counter
Metoprofen,Antiseptic,Capsule,324 mg,CSL Limited,Wound,Over-the-Counter
Dextronazole,Antidepressant,Cream,497 mg,Johnson & Johnson,Virus,Prescription
Clarivir,Antipyretic,Tablet,74 mg,Sanofi S.A.,Wound,Over-the-Counter
Dolostatin,Antidiabetic,Drops,789 mg,Pfizer Inc.,Virus,Prescription
Acetoprofen,Antidiabetic,Drops,222 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Dolophen,Antipyretic,Inhaler,658 mg,Amgen Inc.,Depression,Over-the-Counter
Cefcillin,Antifungal,Inhaler,121 mg,Sanofi S.A.,Infection,Over-the-Counter
Cefmycin,Antidiabetic,Tablet,661 mg,Bayer AG,Diabetes,Over-the-Counter
Dextroprofen,Antidiabetic,Inhaler,533 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Dolomycin,Antiseptic,Tablet,20 mg,Bayer AG,Depression,Prescription
Metonazole,Antidepressant,Inhaler,251 mg,Biogen Inc.,Depression,Prescription
Cefnazole,Antidepressant,Syrup,59 mg,Amgen Inc.,Diabetes,Prescription
Metophen,Antidiabetic,Injection,580 mg,Amgen Inc.,Depression,Prescription
Dextrocillin,Antipyretic,Tablet,908 mg,Pfizer Inc.,Virus,Prescription
Acetomycin,Antidiabetic,Capsule,70 mg,Novartis AG,Virus,Over-the-Counter
Amoximet,Antipyretic,Inhaler,651 mg,GlaxoSmithKline plc,Infection,Prescription
Amoxiprofen,Antidepressant,Ointment,220 mg,CSL Limited,Fever,Over-the-Counter
Dextrophen,Antifungal,Syrup,97 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Amoximycin,Analgesic,Tablet,151 mg,Johnson & Johnson,Virus,Prescription
Amoxistatin,Antipyretic,Capsule,419 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Amoximycin,Antibiotic,Injection,262 mg,Novartis AG,Fungus,Over-the-Counter
Metophen,Antidiabetic,Cream,561 mg,Pfizer Inc.,Depression,Over-the-Counter
Cefvir,Antidepressant,Cream,523 mg,AstraZeneca plc,Pain,Prescription
Amoxinazole,Antidiabetic,Inhaler,308 mg,Novartis AG,Infection,Prescription
Dextronazole,Antidiabetic,Syrup,242 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Amoxicillin,Antiseptic,Drops,781 mg,AstraZeneca plc,Virus,Over-the-Counter
Dolostatin,Antifungal,Inhaler,22 mg,AbbVie Inc.,Wound,Over-the-Counter
Ibupromet,Antiseptic,Tablet,839 mg,Pfizer Inc.,Fungus,Prescription
Acetonazole,Antidepressant,Injection,522 mg,AstraZeneca plc,Virus,Over-the-Counter
Dolonazole,Antiseptic,Tablet,604 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Ibuproprofen,Antibiotic,Injection,547 mg,Roche Holding AG,Pain,Prescription
Acetostatin,Analgesic,Tablet,925 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Claricillin,Antiviral,Cream,555 mg,Amgen Inc.,Wound,Over-the-Counter
Acetonazole,Antidepressant,Cream,338 mg,Bristol-Myers Squibb Company,Infection,Prescription
Clarinazole,Antidiabetic,Tablet,375 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Ibuprovir,Antibiotic,Capsule,637 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Dextrophen,Antibiotic,Capsule,837 mg,Biogen Inc.,Fungus,Over-the-Counter
Ibuproprofen,Antibiotic,Cream,615 mg,Eli Lilly and Company,Pain,Over-the-Counter
Amoximet,Antidiabetic,Ointment,581 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Dextroprofen,Antidiabetic,Cream,619 mg,Johnson & Johnson,Wound,Prescription
Amoxiprofen,Antidepressant,Drops,109 mg,Eli Lilly and Company,Wound,Over-the-Counter
Metovir,Antifungal,Syrup,457 mg,Sanofi S.A.,Virus,Prescription
Ibupronazole,Antidepressant,Tablet,645 mg,Amgen Inc.,Wound,Prescription
Metophen,Antifungal,Cream,945 mg,Pfizer Inc.,Infection,Prescription
Ibupromet,Antiviral,Drops,23 mg,Bayer AG,Infection,Over-the-Counter
Dolomycin,Analgesic,Capsule,898 mg,Pfizer Inc.,Infection,Over-the-Counter
Amoxiprofen,Antipyretic,Inhaler,918 mg,CSL Limited,Diabetes,Over-the-Counter
Dextrostatin,Antidepressant,Ointment,618 mg,GlaxoSmithKline plc,Infection,Prescription
Dolocillin,Antidepressant,Injection,450 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription
Dextrocillin,Analgesic,Drops,539 mg,AstraZeneca plc,Virus,Over-the-Counter
Clarimet,Antifungal,Drops,771 mg,Bayer AG,Diabetes,Prescription
Cefmycin,Antiseptic,Injection,570 mg,Eli Lilly and Company,Virus,Prescription
Cefmet,Analgesic,Cream,669 mg,Eli Lilly and Company,Virus,Over-the-Counter
Metomet,Antiseptic,Tablet,573 mg,Johnson & Johnson,Fever,Prescription
Cefnazole,Antidepressant,Drops,366 mg,AstraZeneca plc,Pain,Over-the-Counter
Metocillin,Antidiabetic,Capsule,914 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Dextromycin,Antifungal,Tablet,230 mg,Bristol-Myers Squibb Company,Depression,Prescription
Ibuprocillin,Antipyretic,Tablet,904 mg,CSL Limited,Infection,Over-the-Counter
Amoxicillin,Antiviral,Ointment,595 mg,Biogen Inc.,Virus,Prescription
Dextromet,Antibiotic,Capsule,426 mg,"Merck & Co., Inc.",Fungus,Prescription
Dolomycin,Antibiotic,Drops,335 mg,"Merck & Co., Inc.",Diabetes,Prescription
Clarinazole,Antibiotic,Tablet,951 mg,Novartis AG,Diabetes,Prescription
Claristatin,Analgesic,Syrup,713 mg,AbbVie Inc.,Fever,Over-the-Counter
Clarinazole,Antiviral,Syrup,853 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Cefcillin,Antipyretic,Cream,667 mg,Amgen Inc.,Virus,Prescription
Ibupromet,Antipyretic,Syrup,988 mg,Biogen Inc.,Virus,Prescription
Dolomycin,Antibiotic,Capsule,435 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Clariphen,Antidepressant,Ointment,545 mg,Sanofi S.A.,Fever,Prescription
Dextrophen,Antipyretic,Tablet,319 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Ibuprophen,Analgesic,Inhaler,343 mg,AbbVie Inc.,Fever,Prescription
Dextroprofen,Analgesic,Tablet,32 mg,CSL Limited,Virus,Prescription
Dextromet,Antiviral,Injection,615 mg,Johnson & Johnson,Wound,Over-the-Counter
Acetomycin,Antidepressant,Inhaler,226 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Ibupromet,Antidepressant,Syrup,99 mg,Johnson & Johnson,Depression,Prescription
Amoxistatin,Antibiotic,Inhaler,398 mg,Eli Lilly and Company,Infection,Over-the-Counter
Clarivir,Antifungal,Tablet,431 mg,Teva Pharmaceutical Industries Ltd.,Infection,Prescription
Metovir,Antifungal,Inhaler,828 mg,Biogen Inc.,Fungus,Prescription
Ibuproprofen,Antipyretic,Injection,139 mg,Roche Holding AG,Diabetes,Over-the-Counter
Ibuproprofen,Antiseptic,Drops,553 mg,Johnson & Johnson,Virus,Prescription
Amoxinazole,Antiseptic,Ointment,226 mg,"Merck & Co., Inc.",Virus,Prescription
Acetocillin,Antiseptic,Cream,937 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Dolostatin,Antiviral,Capsule,327 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Dextromet,Antipyretic,Cream,12 mg,Pfizer Inc.,Pain,Over-the-Counter
Ibupronazole,Antiseptic,Ointment,364 mg,Sanofi S.A.,Pain,Over-the-Counter
Cefcillin,Antibiotic,Tablet,388 mg,AstraZeneca plc,Virus,Over-the-Counter
Cefmet,Antiviral,Ointment,785 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Metostatin,Analgesic,Inhaler,576 mg,Johnson & Johnson,Fever,Over-the-Counter
Cefnazole,Antiseptic,Drops,181 mg,Bristol-Myers Squibb Company,Pain,Prescription
Acetonazole,Antifungal,Injection,893 mg,AstraZeneca plc,Fungus,Prescription
Metoprofen,Antiseptic,Capsule,475 mg,Sanofi S.A.,Fever,Over-the-Counter
Dextrovir,Antifungal,Drops,836 mg,Sanofi S.A.,Pain,Over-the-Counter
Cefvir,Analgesic,Inhaler,9 mg,Novartis AG,Pain,Over-the-Counter
Acetovir,Antifungal,Drops,454 mg,Roche Holding AG,Pain,Prescription
Ibuprovir,Antifungal,Tablet,768 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Dolonazole,Antipyretic,Drops,208 mg,Bayer AG,Virus,Prescription
Acetocillin,Analgesic,Injection,487 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Clarimycin,Antidiabetic,Capsule,527 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Dolostatin,Antipyretic,Syrup,341 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Dextrovir,Antibiotic,Tablet,856 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Ibupromet,Antidepressant,Capsule,533 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Dolonazole,Antiseptic,Capsule,785 mg,AbbVie Inc.,Pain,Prescription
Amoxistatin,Antipyretic,Injection,370 mg,"Merck & Co., Inc.",Virus,Prescription
Amoxistatin,Antidiabetic,Cream,80 mg,Biogen Inc.,Pain,Over-the-Counter
Amoxivir,Antidepressant,Tablet,751 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Dextromet,Antifungal,Tablet,32 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Dolophen,Antidiabetic,Drops,725 mg,Pfizer Inc.,Depression,Prescription
Ibupronazole,Antiseptic,Drops,667 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Dolomet,Antiseptic,Capsule,753 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dextrophen,Antibiotic,Inhaler,793 mg,Sanofi S.A.,Depression,Prescription
Metonazole,Antipyretic,Drops,116 mg,Roche Holding AG,Virus,Prescription
Dextromycin,Antidiabetic,Ointment,737 mg,Sanofi S.A.,Wound,Over-the-Counter
Acetocillin,Antipyretic,Drops,202 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Cefstatin,Antifungal,Capsule,943 mg,Sanofi S.A.,Fever,Over-the-Counter
Acetophen,Antiseptic,Drops,784 mg,AbbVie Inc.,Fungus,Over-the-Counter
Cefvir,Antipyretic,Cream,662 mg,Novartis AG,Fungus,Prescription
Dextrovir,Antibiotic,Tablet,720 mg,Eli Lilly and Company,Wound,Prescription
Clarivir,Antidiabetic,Injection,237 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Metovir,Antibiotic,Syrup,581 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Dextrovir,Antiseptic,Ointment,275 mg,Novartis AG,Fungus,Over-the-Counter
Amoxistatin,Analgesic,Cream,231 mg,Bayer AG,Virus,Over-the-Counter
Amoxinazole,Analgesic,Inhaler,496 mg,Roche Holding AG,Fungus,Over-the-Counter
Amoxinazole,Analgesic,Ointment,556 mg,AbbVie Inc.,Virus,Over-the-Counter
Dolomet,Antipyretic,Ointment,935 mg,Pfizer Inc.,Pain,Prescription
Metovir,Antidepressant,Drops,466 mg,AstraZeneca plc,Infection,Over-the-Counter
Amoxicillin,Antidiabetic,Cream,981 mg,Novartis AG,Fungus,Over-the-Counter
Cefphen,Analgesic,Inhaler,612 mg,Bristol-Myers Squibb Company,Virus,Prescription
Ibupronazole,Analgesic,Inhaler,106 mg,Amgen Inc.,Virus,Prescription
Clarivir,Antidepressant,Tablet,152 mg,CSL Limited,Wound,Over-the-Counter
Amoxistatin,Antidiabetic,Ointment,47 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Dolovir,Antiviral,Syrup,65 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Dextrostatin,Antidiabetic,Ointment,245 mg,AbbVie Inc.,Fever,Over-the-Counter
Dolomycin,Analgesic,Injection,193 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Acetostatin,Antidepressant,Syrup,889 mg,Sanofi S.A.,Pain,Prescription
Cefcillin,Analgesic,Ointment,313 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Amoxiprofen,Antidiabetic,Ointment,892 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Metocillin,Antiseptic,Capsule,709 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Amoximet,Antipyretic,Injection,813 mg,Novartis AG,Diabetes,Prescription
Dextronazole,Antibiotic,Inhaler,398 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Acetomet,Antifungal,Tablet,314 mg,Roche Holding AG,Fever,Prescription
Metomycin,Antidepressant,Injection,978 mg,Novartis AG,Virus,Prescription
Cefphen,Antiseptic,Ointment,650 mg,CSL Limited,Fungus,Over-the-Counter
Amoxiphen,Antipyretic,Capsule,270 mg,AstraZeneca plc,Virus,Over-the-Counter
Metostatin,Antiseptic,Tablet,281 mg,AbbVie Inc.,Diabetes,Prescription
Clarinazole,Analgesic,Cream,677 mg,Bayer AG,Fungus,Prescription
Dextrocillin,Antiseptic,Syrup,562 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Cefmycin,Antidiabetic,Syrup,534 mg,CSL Limited,Depression,Over-the-Counter
Amoxiphen,Antipyretic,Cream,346 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Amoxivir,Antibiotic,Injection,106 mg,CSL Limited,Virus,Over-the-Counter
Acetostatin,Analgesic,Cream,17 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Dextromet,Analgesic,Capsule,869 mg,Eli Lilly and Company,Depression,Over-the-Counter
Claristatin,Antifungal,Ointment,886 mg,Sanofi S.A.,Depression,Prescription
Ibupronazole,Antiseptic,Injection,390 mg,GlaxoSmithKline plc,Depression,Prescription
Dextromycin,Analgesic,Syrup,339 mg,Amgen Inc.,Diabetes,Over-the-Counter
Cefmet,Analgesic,Capsule,538 mg,AbbVie Inc.,Depression,Over-the-Counter
Ibuprostatin,Antidiabetic,Capsule,64 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Dolovir,Antifungal,Cream,917 mg,Bayer AG,Diabetes,Prescription
Amoxivir,Antiviral,Capsule,422 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Acetovir,Antifungal,Tablet,188 mg,AstraZeneca plc,Wound,Prescription
Cefphen,Analgesic,Tablet,682 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Cefmet,Antipyretic,Injection,900 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Metonazole,Antifungal,Ointment,522 mg,Bristol-Myers Squibb Company,Depression,Prescription
Amoxicillin,Analgesic,Cream,881 mg,Roche Holding AG,Pain,Over-the-Counter
Dextroprofen,Antifungal,Syrup,410 mg,CSL Limited,Fever,Prescription
Cefprofen,Analgesic,Inhaler,363 mg,Bayer AG,Fungus,Over-the-Counter
Doloprofen,Antiviral,Syrup,80 mg,Amgen Inc.,Virus,Over-the-Counter
Claricillin,Antifungal,Injection,861 mg,Roche Holding AG,Infection,Over-the-Counter
Cefnazole,Antidiabetic,Ointment,406 mg,AbbVie Inc.,Fever,Prescription
Amoxiphen,Antiseptic,Syrup,114 mg,AstraZeneca plc,Virus,Over-the-Counter
Metocillin,Antiseptic,Tablet,982 mg,Biogen Inc.,Fungus,Prescription
Doloprofen,Antipyretic,Cream,18 mg,Pfizer Inc.,Virus,Prescription
Dolovir,Analgesic,Ointment,454 mg,Biogen Inc.,Wound,Over-the-Counter
Ibuprophen,Antidepressant,Drops,205 mg,CSL Limited,Fungus,Over-the-Counter
Clarimycin,Analgesic,Inhaler,853 mg,Pfizer Inc.,Infection,Over-the-Counter
Dolonazole,Antidiabetic,Tablet,47 mg,AbbVie Inc.,Infection,Over-the-Counter
Dolomycin,Antifungal,Capsule,68 mg,Bristol-Myers Squibb Company,Infection,Prescription
Acetoprofen,Antipyretic,Cream,367 mg,Biogen Inc.,Depression,Over-the-Counter
Dextrocillin,Antiviral,Tablet,153 mg,CSL Limited,Virus,Over-the-Counter
Metocillin,Antiseptic,Capsule,758 mg,Johnson & Johnson,Depression,Prescription
Dolocillin,Antidiabetic,Tablet,33 mg,AstraZeneca plc,Virus,Prescription
Cefvir,Antiviral,Capsule,483 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Metostatin,Analgesic,Cream,908 mg,CSL Limited,Fever,Prescription
Cefmycin,Antibiotic,Injection,774 mg,Sanofi S.A.,Virus,Prescription
Metonazole,Antiseptic,Drops,25 mg,Pfizer Inc.,Pain,Prescription
Acetomycin,Antiseptic,Tablet,833 mg,Pfizer Inc.,Pain,Over-the-Counter
Acetostatin,Antipyretic,Inhaler,683 mg,Novartis AG,Depression,Over-the-Counter
Amoxiprofen,Antiviral,Injection,516 mg,AbbVie Inc.,Wound,Over-the-Counter
Ibuprocillin,Antidepressant,Syrup,305 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Cefprofen,Antifungal,Syrup,720 mg,GlaxoSmithKline plc,Diabetes,Prescription
Dextroprofen,Antidepressant,Drops,119 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Metostatin,Antiseptic,Cream,638 mg,Sanofi S.A.,Fungus,Over-the-Counter
Ibupromet,Antidiabetic,Syrup,447 mg,Novo Nordisk A/S,Pain,Prescription
Dolovir,Analgesic,Ointment,266 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Dolomet,Antidepressant,Syrup,42 mg,Biogen Inc.,Wound,Over-the-Counter
Doloprofen,Antipyretic,Drops,223 mg,Roche Holding AG,Fungus,Over-the-Counter
